cluster id	num of members	protein name	role_ids	attributes	locus	db
6279	1	hypothetical protein	0		KAB07_RS03625	KAB07
6280	1	hypothetical protein	0		KAB07_RS03630	KAB07
6281	1	hypothetical protein	0		KAB07_RS03635	KAB07
6282	1	hypothetical protein	0		KAB07_RS03640	KAB07
6283	1	excisionase	0		KAB07_RS03645	KAB07
6284	1	transposase	0		KAB07_RS03650	KAB07
6285	1	transposase	0		KAB07_RS03655	KAB07
6286	1	endonuclease	0		KAB07_RS03660	KAB07
6287	1	DNA-binding protein	0		KAB07_RS03665	KAB07
6288	1	DUF4007 domain-containing protein	0		KAB07_RS03670	KAB07
6289	1	hypothetical protein	0		KAB07_RS03675	KAB07
6290	1	hypothetical protein	0		KAB07_RS03680	KAB07
6291	1	hypothetical protein	0		KAB07_RS03685	KAB07
6292	1	histidine kinase	0		KAB07_RS03690	KAB07
6293	1	hypothetical protein	0		KAB07_RS03695	KAB07
6294	1	IS5/IS1182 family transposase	0		KAB07_RS04560	KAB07
6295	1	hypothetical protein	0		KAB07_RS04570	KAB07
6298	1	site-specific DNA-methyltransferase	0		KAB07_RS04655	KAB07
6299	1	DUF1376 domain-containing protein	0		KAB07_RS04660	KAB07
6300	1	hypothetical protein	0		KAB07_RS04665	KAB07
6301	1	hypothetical protein	0		KAB07_RS04670	KAB07
6302	1	hypothetical protein	0		KAB07_RS04675	KAB07
6308	1	hypothetical protein	0		KAB07_RS04835	KAB07
6317	1	peptide ABC transporter ATP-binding protein	0		KAB07_RS05020	KAB07
6318	1	DNA methyltransferase	0		KAB07_RS05025	KAB07
6319	1	hypothetical protein	0		KAB07_RS19655	KAB07
6320	1	alcohol dehydrogenase	0		KAB07_RS19690	KAB07
6321	1	IS6 family transposase IS15DIV	0		KAB07_RS19695	KAB07
6333	1	hypothetical protein	0		KAB07_RS09585	KAB07
6334	1	hypothetical protein	0		KAB07_RS09655	KAB07
6335	1	hypothetical protein	0		KAB07_RS09660	KAB07
6336	1	hypothetical protein	0		KAB07_RS09670	KAB07
6337	1	hypothetical protein	0		KAB07_RS09675	KAB07
6338	1	hypothetical protein	0		KAB07_RS09680	KAB07
6339	1	hypothetical protein	0		KAB07_RS09685	KAB07
6340	1	hypothetical protein	0		KAB07_RS09690	KAB07
6341	1	hypothetical protein	0		KAB07_RS09695	KAB07
6342	1	hypothetical protein	0		KAB07_RS09700	KAB07
6343	1	hypothetical protein	0	FG-Out	KAB07_RS09705	KAB07
6349	1	IS6 family transposase IS15DI	0		KAB07_RS19855	KAB07
6350	1	IS6 family transposase IS15DI	0		KAB07_RS11870	KAB07
6351	1	IS66 family insertion sequence hypothetical protein	0		KAB07_RS11885	KAB07
6352	1	IS66 family insertion sequence hypothetical protein	0		KAB07_RS11890	KAB07
6353	1	IS66 family transposase ISAba24	0		KAB07_RS11895	KAB07
6356	1	type B chloramphenicol O-acetyltransferase	0		KAB07_RS11955	KAB07
6357	1	AacA4 family aminoglycoside N(6')-acetyltransferase	0		KAB07_RS11960	KAB07
6358	1	IS6 family transposase IS15DI	0		KAB07_RS11965	KAB07
6361	1	DUF695 domain-containing protein	0		KAB07_RS12525	KAB07
6362	1	alpha/beta hydrolase	0		KAB07_RS12785	KAB07
6363	1	Arc family DNA-binding protein	0		KAB07_RS12790	KAB07
6364	1	hypothetical protein	0		KAB07_RS12795	KAB07
6365	1	hypothetical protein	0		KAB07_RS12800	KAB07
6366	1	hypothetical protein	0		KAB07_RS12805	KAB07
6367	1	hypothetical protein	0		KAB07_RS12810	KAB07
6368	1	hypothetical protein	0		KAB07_RS12815	KAB07
6369	1	hypothetical protein	0		KAB07_RS12820	KAB07
6370	1	DUF1833 domain-containing protein	0		KAB07_RS12825	KAB07
6371	1	hypothetical protein	0		KAB07_RS12830	KAB07
6372	1	hypothetical protein	0		KAB07_RS12835	KAB07
6373	1	hypothetical protein	0		KAB07_RS12840	KAB07
6374	1	phage tail protein	0		KAB07_RS12845	KAB07
6375	1	hypothetical protein	0		KAB07_RS12855	KAB07
6376	1	alpha/beta hydrolase	0		KAB07_RS12860	KAB07
6377	1	DUF3800 domain-containing protein	0		KAB07_RS12865	KAB07
6378	1	hypothetical protein	0		KAB07_RS19885	KAB07
6379	1	hypothetical protein	0		KAB07_RS12870	KAB07
6380	1	hypothetical protein	0		KAB07_RS12875	KAB07
6381	1	phage tail protein	0		KAB07_RS12880	KAB07
6382	1	hypothetical protein	0		KAB07_RS12885	KAB07
6383	1	hypothetical protein	0		KAB07_RS12890	KAB07
6385	1	hypothetical protein	0		KAB07_RS12900	KAB07
6386	1	hypothetical protein	0		KAB07_RS12915	KAB07
6387	1	hypothetical protein	0		KAB07_RS12920	KAB07
6388	1	hypothetical protein	0		KAB07_RS12925	KAB07
6389	1	hypothetical protein	0		KAB07_RS12930	KAB07
6390	1	hypothetical protein	0		KAB07_RS12940	KAB07
6391	1	hypothetical protein	0		KAB07_RS12945	KAB07
6392	1	head morphogenesis protein	0		KAB07_RS12950	KAB07
6394	1	hypothetical protein	0		KAB07_RS12960	KAB07
6395	1	hypothetical protein	0		KAB07_RS12970	KAB07
6396	1	hypothetical protein	0		KAB07_RS12975	KAB07
6397	1	hypothetical protein	0		KAB07_RS12985	KAB07
6398	1	hypothetical protein	0		KAB07_RS12990	KAB07
6399	1	hypothetical protein	0		KAB07_RS12995	KAB07
6400	1	hypothetical protein	0		KAB07_RS13015	KAB07
6401	1	hypothetical protein	0		KAB07_RS13020	KAB07
6402	1	hypothetical protein	0		KAB07_RS13025	KAB07
6403	1	hypothetical protein	0		KAB07_RS13030	KAB07
6404	1	hypothetical protein	0		KAB07_RS13035	KAB07
6405	1	hypothetical protein	0		KAB07_RS13040	KAB07
6408	1	hypothetical protein	0		KAB07_RS13100	KAB07
6409	1	hypothetical protein	0		KAB07_RS13105	KAB07
6410	1	AAA family ATPase	0		KAB07_RS13110	KAB07
6411	1	hypothetical protein	0		KAB07_RS13120	KAB07
6412	1	hypothetical protein	0		KAB07_RS13125	KAB07
6413	1	hypothetical protein	0		KAB07_RS13130	KAB07
6415	1	hypothetical protein	0		KAB07_RS13140	KAB07
6416	1	hypothetical protein	0		KAB07_RS13145	KAB07
6417	1	hypothetical protein	0		KAB07_RS13150	KAB07
6418	1	hypothetical protein	0		KAB07_RS13155	KAB07
6419	1	hypothetical protein	0		KAB07_RS13175	KAB07
6420	1	hypothetical protein	0		KAB07_RS13180	KAB07
6421	1	phage tail tape measure protein	0		KAB07_RS13205	KAB07
6422	1	hypothetical protein	0		KAB07_RS13210	KAB07
6423	1	DUF4468 domain-containing protein	0		KAB07_RS13215	KAB07
6424	1	hypothetical protein	0		KAB07_RS13220	KAB07
6425	1	hypothetical protein	0		KAB07_RS13225	KAB07
6426	1	DUF3800 domain-containing protein	0		KAB07_RS13230	KAB07
6427	1	hypothetical protein	0		KAB07_RS19895	KAB07
6428	1	hypothetical protein	0		KAB07_RS13235	KAB07
6430	1	hypothetical protein	0		KAB07_RS13255	KAB07
6431	1	hypothetical protein	0		KAB07_RS13260	KAB07
6432	1	hypothetical protein	0		KAB07_RS13265	KAB07
6433	1	hypothetical protein	0		KAB07_RS13270	KAB07
6434	1	hypothetical protein	0		KAB07_RS13275	KAB07
6435	1	glutamate 5-kinase	0		KAB07_RS13280	KAB07
6436	1	hypothetical protein	0		KAB07_RS13285	KAB07
6437	1	hypothetical protein	0		KAB07_RS13355	KAB07
6438	1	hypothetical protein	0		KAB07_RS13360	KAB07
6439	1	hypothetical protein	0		KAB07_RS13370	KAB07
6440	1	hypothetical protein	0		KAB07_RS13405	KAB07
6441	1	DUF1376 domain-containing protein	0		KAB07_RS13410	KAB07
6442	1	site-specific DNA-methyltransferase	0		KAB07_RS13415	KAB07
6443	1	hypothetical protein	0		KAB07_RS13420	KAB07
6444	1	hypothetical protein	0		KAB07_RS13425	KAB07
6445	1	hypothetical protein	0		KAB07_RS13430	KAB07
6446	1	DUF1376 domain-containing protein	0		KAB07_RS13435	KAB07
6447	1	site-specific DNA-methyltransferase	0		KAB07_RS13440	KAB07
6449	1	hypothetical protein	0		KAB07_RS13450	KAB07
6450	1	phage repressor protein	0		KAB07_RS13460	KAB07
6451	1	hypothetical protein	0		KAB07_RS13465	KAB07
6452	1	hypothetical protein	0		KAB07_RS13470	KAB07
6453	1	hypothetical protein	0		KAB07_RS13475	KAB07
6454	1	hypothetical protein	0		KAB07_RS13485	KAB07
6455	1	hypothetical protein	0		KAB07_RS13490	KAB07
6456	1	AAA family ATPase	0		KAB07_RS13495	KAB07
6457	1	MFS transporter	0		KAB07_RS13755	KAB07
6463	1	TetR/AcrR family transcriptional regulator	0		KAB07_RS13850	KAB07
6464	1	phage antirepressor Ant	0		KAB07_RS13855	KAB07
6465	1	hypothetical protein	0		KAB07_RS13860	KAB07
6466	1	hypothetical protein	0		KAB07_RS13865	KAB07
6469	1	DUF3164 domain-containing protein	0		KAB07_RS15060	KAB07
6470	1	hypothetical protein	0		KAB07_RS15110	KAB07
6474	1	LysM peptidoglycan-binding domain-containing protein	0		KAB07_RS18530	KAB07
6477	1	hypothetical protein	0		KAB07_RS20005	KAB07
6503	1	hypothetical protein	0		KAB07_RS19215	KAB07
6504	1	hypothetical protein	0		KAB07_RS19220	KAB07
6505	1	hypothetical protein	0		KAB07_RS19225	KAB07
6506	1	hypothetical protein	0		KAB07_RS19230	KAB07
6507	1	hypothetical protein	0		KAB07_RS19235	KAB07
6524	1	hypothetical protein	0		KAB07_RS19315	KAB07
6525	1	hypothetical protein	0		KAB07_RS19320	KAB07
6529	1	phosphohydrolase	0		KAB07_RS19340	KAB07
6530	1	hypothetical protein	0		KAB07_RS19345	KAB07
6547	1	hypothetical protein	0		KAB07_RS19430	KAB07
6548	1	hypothetical protein	0		KAB07_RS19435	KAB07
6581	1	hypothetical protein	0		LX00_RS03920	bH12OA2
6604	1	DUF4468 domain-containing protein	0		LX00_RS04125	bH12OA2
6614	1	hypothetical protein	0		LX00_RS05340	bH12OA2
6615	1	hypothetical protein	0		LX00_RS05345	bH12OA2
6616	1	hypothetical protein	0		LX00_RS05350	bH12OA2
6617	1	hypothetical protein	0		LX00_RS05355	bH12OA2
6618	1	chromosome partitioning protein ParB	0		LX00_RS05360	bH12OA2
6620	1	hypothetical protein	0		LX00_RS05485	bH12OA2
6621	1	IS6 family transposase IS15DIV	0		LX00_RS05530	bH12OA2
6637	1	SAM-dependent DNA methyltransferase	0		LX00_RS08815	bH12OA2
6638	1	hypothetical protein	0		LX00_RS08820	bH12OA2
6641	1	ISL3 family transposase	0		LX00_RS08835	bH12OA2
6642	1	hypothetical protein	0		LX00_RS08945	bH12OA2
6643	1	XRE family transcriptional regulator	0		LX00_RS08950	bH12OA2
6644	1	replication protein	0		LX00_RS08955	bH12OA2
6645	1	hypothetical protein	0		LX00_RS08960	bH12OA2
6646	1	hypothetical protein	0		LX00_RS08965	bH12OA2
6647	1	hypothetical protein	0		LX00_RS08970	bH12OA2
6648	1	DUF2523 domain-containing protein	0		LX00_RS08975	bH12OA2
6649	1	zonular occludens toxin	0		LX00_RS08980	bH12OA2
6650	1	hypothetical protein	0		LX00_RS18595	bH12OA2
6651	1	hypothetical protein	0		LX00_RS08985	bH12OA2
6652	1	XRE family transcriptional regulator	0		LX00_RS08990	bH12OA2
6653	1	replication protein	0		LX00_RS08995	bH12OA2
6654	1	hypothetical protein	0		LX00_RS09000	bH12OA2
6655	1	hypothetical protein	0		LX00_RS09005	bH12OA2
6656	1	hypothetical protein	0		LX00_RS09010	bH12OA2
6657	1	zonular occludens toxin	0		LX00_RS09015	bH12OA2
6658	1	DUF2523 domain-containing protein	0		LX00_RS09020	bH12OA2
6659	1	hypothetical protein	0		LX00_RS09025	bH12OA2
6660	1	hypothetical protein	0		LX00_RS09030	bH12OA2
6661	1	hypothetical protein	0		LX00_RS09035	bH12OA2
6662	1	XRE family transcriptional regulator	0		LX00_RS09055	bH12OA2
6663	1	hypothetical protein	0		LX00_RS09060	bH12OA2
6664	1	hypothetical protein	0		LX00_RS09065	bH12OA2
6665	1	CoA pyrophosphatase	0		LX00_RS09070	bH12OA2
6666	1	hypothetical protein	0		LX00_RS09075	bH12OA2
6667	1	sugar phosphate isomerase/epimerase	0		LX00_RS09085	bH12OA2
6668	1	LacI family transcriptional regulator	0		LX00_RS09090	bH12OA2
6669	1	hypothetical protein	0		LX00_RS09095	bH12OA2
6670	1	thiamine pyrophosphate-binding protein	0		LX00_RS09100	bH12OA2
6671	1	XRE family transcriptional regulator	0		LX00_RS09105	bH12OA2
6672	1	carbohydrate porin	0		LX00_RS09110	bH12OA2
6673	1	thiazole synthase	0		LX00_RS09115	bH12OA2
6674	1	thiamine biosynthesis protein ThiS	0		LX00_RS09120	bH12OA2
6675	1	inositol monophosphatase	0		LX00_RS09125	bH12OA2
6676	1	MFS transporter	0		LX00_RS09130	bH12OA2
6677	1	GMC family oxidoreductase	0		LX00_RS09135	bH12OA2
6678	1	thiamine pyrophosphate-binding protein	0		LX00_RS09140	bH12OA2
6679	1	histidinol dehydrogenase	0		LX00_RS09145	bH12OA2
6680	1	hypothetical protein	0		LX00_RS09150	bH12OA2
6681	1	LrgB family protein	0		LX00_RS09155	bH12OA2
6682	1	LacI family transcriptional regulator	0		LX00_RS09160	bH12OA2
6683	1	dienelactone hydrolase family protein	0		LX00_RS09165	bH12OA2
6684	1	EamA/RhaT family transporter	0		LX00_RS09170	bH12OA2
6685	1	choline dehydrogenase	0		LX00_RS09175	bH12OA2
6686	1	MFS transporter	0		LX00_RS09180	bH12OA2
6687	1	cupin domain-containing protein	0		LX00_RS09185	bH12OA2
6688	1	hypothetical protein	0		LX00_RS18375	bH12OA2
6689	1	carbohydrate porin	0		LX00_RS09195	bH12OA2
6690	1	NAD(P)-dependent oxidoreductase	0		LX00_RS09200	bH12OA2
6691	1	hypothetical protein	0		LX00_RS09205	bH12OA2
6692	1	alpha/beta hydrolase	0		LX00_RS09210	bH12OA2
6693	1	cupin domain-containing protein	0		LX00_RS09215	bH12OA2
6694	1	choline dehydrogenase	0		LX00_RS09220	bH12OA2
6695	1	hypothetical protein	0		LX00_RS09225	bH12OA2
6696	1	sorbosone dehydrogenase	0		LX00_RS09230	bH12OA2
6697	1	hypothetical protein	0		LX00_RS09350	bH12OA2
6698	1	hypothetical protein	0		LX00_RS09355	bH12OA2
6699	1	hypothetical protein	0		LX00_RS09370	bH12OA2
6715	1	hypothetical protein	0		LX00_RS10270	bH12OA2
6716	1	hypothetical protein	0		LX00_RS10275	bH12OA2
6717	1	hypothetical protein	0		LX00_RS10280	bH12OA2
6718	1	transposase	0		LX00_RS10285	bH12OA2
6719	1	ATP-binding protein	0		LX00_RS10290	bH12OA2
6720	1	hypothetical protein	0		LX00_RS10295	bH12OA2
6721	1	hypothetical protein	0		LX00_RS10300	bH12OA2
6722	1	LysR family transcriptional regulator	0		LX00_RS10305	bH12OA2
6723	1	conjugal transfer protein TraR	0		LX00_RS10310	bH12OA2
6724	1	hypothetical protein	0		LX00_RS10315	bH12OA2
6725	1	hypothetical protein	0		LX00_RS10330	bH12OA2
6726	1	hypothetical protein	0		LX00_RS10335	bH12OA2
6727	1	regulatory protein GemA	0		LX00_RS10340	bH12OA2
6728	1	hypothetical protein	0		LX00_RS10345	bH12OA2
6729	1	hypothetical protein	0		LX00_RS18380	bH12OA2
6730	1	hypothetical protein	0		LX00_RS10380	bH12OA2
6731	1	DUF4145 domain-containing protein	0		LX00_RS10385	bH12OA2
6732	1	hypothetical protein	0		LX00_RS10445	bH12OA2
6733	1	hypothetical protein	0		LX00_RS10465	bH12OA2
6734	1	hypothetical protein	0		LX00_RS10475	bH12OA2
6735	1	tail protein	0		LX00_RS10510	bH12OA2
6743	1	hypothetical protein	0		LX00_RS12715	bH12OA2
6744	1	hypothetical protein	0		LX00_RS12720	bH12OA2
6745	1	alkaline phosphatase	0		LX00_RS12725	bH12OA2
6750	1	tail fiber protein	0		LX00_RS14580	bH12OA2
6752	1	phage tail tape measure protein	0		LX00_RS14600	bH12OA2
6753	1	hypothetical protein	0		LX00_RS14605	bH12OA2
6754	1	hypothetical protein	0		LX00_RS14610	bH12OA2
6759	1	DUF723 domain-containing protein	0		LX00_RS14650	bH12OA2
6760	1	hypothetical protein	0		LX00_RS14675	bH12OA2
6761	1	hypothetical protein	0		LX00_RS14680	bH12OA2
6762	1	hypothetical protein	0		LX00_RS14685	bH12OA2
6763	1	DUF4055 domain-containing protein	0		LX00_RS14695	bH12OA2
6764	1	terminase	0		LX00_RS14700	bH12OA2
6765	1	terminase small subunit	0		LX00_RS14705	bH12OA2
6767	1	hypothetical protein	0		LX00_RS14720	bH12OA2
6768	1	hypothetical protein	0		LX00_RS14725	bH12OA2
6769	1	hypothetical protein	0		LX00_RS14730	bH12OA2
6771	1	hypothetical protein	0		LX00_RS14765	bH12OA2
6772	1	hypothetical protein	0		LX00_RS14770	bH12OA2
6776	1	hypothetical protein	0		LX00_RS14845	bH12OA2
6783	1	IS30-like element ISAba125 family transposase	0		LX00_RS15755	bH12OA2
6784	1	IS30-like element ISAba125 family transposase	0		LX00_RS16050	bH12OA2
6785	1	IS91 family transposase	0		LX00_RS17195	bH12OA2
6786	1	class A broad-spectrum beta-lactamase TEM-1	0		LX00_RS17200	bH12OA2
6789	1	AraC family transcriptional regulator	0		LX00_RS17390	bH12OA2
6790	1	hypothetical protein	0		LX00_RS17395	bH12OA2
6791	1	RNA-directed DNA polymerase	0		LX00_RS17735	bH12OA2
6792	1	hypothetical protein	0		LX00_RS17740	bH12OA2
6793	1	hypothetical protein	0		LX00_RS17745	bH12OA2
6794	1	hypothetical protein	0		LX00_RS17870	bH12OA2
6795	1	hypothetical protein	0		LX00_RS17880	bH12OA2
6796	1	polysaccharide biosynthesis protein	0		ABA1_RS00460	A1
6797	1	glycosyl transferase	0		ABA1_RS00465	A1
6798	1	polysaccharide polymerase	0		ABA1_RS00470	A1
6799	1	polysaccharide polymerase	0		ABA1_RS00475	A1
6800	1	glycosyltransferase family 1 protein	0		ABA1_RS00480	A1
6801	1	sugar transferase	0		ABA1_RS00485	A1
6802	1	acetyltransferase	0		ABA1_RS00490	A1
6803	1	DegT/DnrJ/EryC1/StrS aminotransferase family protein	0		ABA1_RS00495	A1
6804	1	polysaccharide biosynthesis protein	0		ABA1_RS00500	A1
6805	1	hypothetical protein	0		ABA1_RS00570	A1
6806	1	hypothetical protein	0		ABA1_RS00575	A1
6808	1	universal stress protein	0		ABA1_RS01235	A1
6809	1	signal peptidase II	0		ABA1_RS01250	A1
6810	1	ISL3 family transposase	0		ABA1_RS01255	A1
6811	1	hypothetical protein	0		ABA1_RS01260	A1
6812	1	type I DNA topoisomerase	0		ABA1_RS01265	A1
6813	1	single-stranded DNA-binding protein	0		ABA1_RS01270	A1
6814	1	hypothetical protein	0		ABA1_RS01275	A1
6815	1	hypothetical protein	0		ABA1_RS18730	A1
6816	1	sulfonamide-resistant dihydropteroate synthase Sul1	0		ABA1_RS01285	A1
6817	1	hypothetical protein	0		ABA1_RS18735	A1
6818	1	N-acetyltransferase	0		ABA1_RS01290	A1
6819	1	hypothetical protein	0		ABA1_RS18740	A1
6820	1	IS6 family transposase IS6100	0		ABA1_RS18750	A1
6821	1	hypothetical protein	0		ABA1_RS18760	A1
6822	1	DUF3330 domain-containing protein	0		ABA1_RS01300	A1
6823	1	hypothetical protein	0		ABA1_RS18765	A1
6824	1	mercury resistance protein	0		ABA1_RS01305	A1
6825	1	transposase	0		ABA1_RS01340	A1
6826	1	TetR family transcriptional regulator	0		ABA1_RS01345	A1
6827	1	EamA family transporter	0		ABA1_RS01355	A1
6828	1	cysteine hydrolase	0		ABA1_RS18775	A1
6829	1	N-acetyltransferase	0		ABA1_RS18785	A1
6830	1	type A-1 chloramphenicol O-acetyltransferase	0		ABA1_RS01385	A1
6831	1	hypothetical protein	0		ABA1_RS18790	A1
6832	1	DUF3330 domain-containing protein	0		ABA1_RS18800	A1
6833	1	class 1 integron integrase IntI1	0		ABA1_RS18805	A1
6834	1	AAC(3)-I family aminoglycoside 3-N-acetyltransferase	0		ABA1_RS01425	A1
6835	1	GNAT family N-acetyltransferase	0	FG-Out	ABA1_RS01430	A1
6836	1	GNAT family N-acetyltransferase	0	FG-Out	ABA1_RS01435	A1
6837	1	hypothetical protein	0		ABA1_RS01440	A1
6838	1	hypothetical protein	0		ABA1_RS18810	A1
6839	1	N-acetyltransferase	0		ABA1_RS01460	A1
6840	1	hypothetical protein	0		ABA1_RS01465	A1
6841	1	hypothetical protein	0		ABA1_RS01470	A1
6842	1	hypothetical protein	0		ABA1_RS01480	A1
6843	1	conjugal transfer protein TrbI	0		ABA1_RS01485	A1
6844	1	Cd(II)/Pb(II)-responsive transcriptional regulator	0		ABA1_RS01490	A1
6845	1	sodium:proton antiporter	0		ABA1_RS01495	A1
6846	1	signal peptidase II	0		ABA1_RS01500	A1
6847	1	ISL3 family transposase	0		ABA1_RS01505	A1
6848	1	Cd(II)/Pb(II)-responsive transcriptional regulator	0		ABA1_RS18820	A1
6849	1	sodium:proton antiporter	0		ABA1_RS02230	A1
6850	1	signal peptidase II	0		ABA1_RS02235	A1
6851	1	ISL3 family transposase	0		ABA1_RS02240	A1
6854	1	hypothetical protein	0		ABA1_RS03850	A1
6855	1	hypothetical protein	0		ABA1_RS03865	A1
6856	1	hypothetical protein	0		ABA1_RS04715	A1
6861	1	hypothetical protein	0		ABA1_RS04740	A1
6862	1	hypothetical protein	0		ABA1_RS05455	A1
6863	1	DUF2280 domain-containing protein	0		ABA1_RS05485	A1
6864	1	hypothetical protein	0		ABA1_RS05490	A1
6865	1	DUF4055 domain-containing protein	0		ABA1_RS05495	A1
6866	1	head morphogenesis protein	0		ABA1_RS05500	A1
6867	1	hypothetical protein	0		ABA1_RS05505	A1
6868	1	hypothetical protein	0		ABA1_RS05510	A1
6869	1	hypothetical protein	0		ABA1_RS05515	A1
6870	1	hypothetical protein	0		ABA1_RS05520	A1
6871	1	hypothetical protein	0		ABA1_RS05525	A1
6872	1	stress-responsive nuclear envelope protein	0		ABA1_RS05530	A1
6873	1	hypothetical protein	0		ABA1_RS05535	A1
6874	1	hypothetical protein	0		ABA1_RS05540	A1
6875	1	hypothetical protein	0		ABA1_RS05545	A1
6876	1	hypothetical protein	0		ABA1_RS05550	A1
6877	1	hypothetical protein	0		ABA1_RS05555	A1
6878	1	hypothetical protein	0		ABA1_RS05560	A1
6879	1	hypothetical protein	0		ABA1_RS05565	A1
6880	1	hypothetical protein	0		ABA1_RS05570	A1
6881	1	hypothetical protein	0		ABA1_RS05575	A1
6882	1	hypothetical protein	0		ABA1_RS05580	A1
6883	1	hypothetical protein	0		ABA1_RS18900	A1
6884	1	DUF4258 domain-containing protein	0		ABA1_RS05585	A1
6885	1	transcriptional regulator	0		ABA1_RS05590	A1
6886	1	hypothetical protein	0		ABA1_RS05595	A1
6887	1	hypothetical protein	0		ABA1_RS05600	A1
6888	1	phage tail tape measure protein	0		ABA1_RS05605	A1
6889	1	hypothetical protein	0		ABA1_RS05610	A1
6890	1	hypothetical protein	0		ABA1_RS05615	A1
6891	1	hypothetical protein	0		ABA1_RS05620	A1
6892	1	hypothetical protein	0		ABA1_RS05625	A1
6895	1	hypothetical protein	0		ABA1_RS05665	A1
6896	1	hypothetical protein	0		ABA1_RS05800	A1
6897	1	hypothetical protein	0		ABA1_RS05805	A1
6898	1	hypothetical protein	0		ABA1_RS05810	A1
6899	1	RHS repeat protein	0		ABA1_RS05815	A1
6900	1	RHS repeat-associated core domain-containing protein	0		ABA1_RS05820	A1
6901	1	hypothetical protein	0		ABA1_RS05825	A1
6902	1	hypothetical protein	0		ABA1_RS06575	A1
6903	1	hypothetical protein	0		ABA1_RS06580	A1
6904	1	hypothetical protein	0		ABA1_RS06585	A1
6905	1	hypothetical protein	0		ABA1_RS06590	A1
6906	1	hypothetical protein	0		ABA1_RS06595	A1
6907	1	hypothetical protein	0		ABA1_RS06600	A1
6908	1	hypothetical protein	0		ABA1_RS06605	A1
6909	1	DUF2158 domain-containing protein	0		ABA1_RS06635	A1
6910	1	hypothetical protein	0		ABA1_RS06640	A1
6911	1	right-handed parallel beta-helix repeat-containing protein	0		ABA1_RS06665	A1
6913	1	DUF4882 domain-containing protein	0		ABA1_RS06675	A1
6914	1	hypothetical protein	0		ABA1_RS06685	A1
6915	1	hypothetical protein	0		ABA1_RS06690	A1
6916	1	hypothetical protein	0		ABA1_RS06695	A1
6917	1	site-specific integrase	0	FG-Out	ABA1_RS06700	A1
6918	1	hypothetical protein	0		ABA1_RS06835	A1
6920	1	hypothetical protein	0		ABA1_RS06875	A1
6921	1	hypothetical protein	0		ABA1_RS06880	A1
6922	1	type IV secretion protein Rhs	0		ABA1_RS06885	A1
6923	1	hypothetical protein	0		ABA1_RS06890	A1
6924	1	endonuclease	0		ABA1_RS07305	A1
6925	1	ATP-dependent helicase	0		ABA1_RS07310	A1
6931	1	hypothetical protein	0		ABA1_RS07345	A1
6933	1	hypothetical protein	0		ABA1_RS18690	A1
6934	1	hypothetical protein	0		ABA1_RS09705	A1
6935	1	hypothetical protein	0	FG-Out	ABA1_RS19010	A1
6936	1	endonuclease/exonuclease/phosphatase family protein	0		ABA1_RS09710	A1
6937	1	hypothetical protein	0		ABA1_RS09715	A1
6938	1	helicase	0		ABA1_RS09725	A1
6939	1	hypothetical protein	0		ABA1_RS09985	A1
6940	1	sorbosone dehydrogenase	0		ABA1_RS09990	A1
6941	1	NADH oxidase	0		ABA1_RS09995	A1
6942	1	metal-dependent hydrolase	0		ABA1_RS10000	A1
6943	1	acetoacetate decarboxylase	0		ABA1_RS10005	A1
6944	1	NAD(P)-dependent oxidoreductase	0		ABA1_RS10010	A1
6945	1	AraC family transcriptional regulator	0		ABA1_RS10015	A1
6950	1	hypothetical protein	0		ABA1_RS11960	A1
6951	1	hypothetical protein	0		ABA1_RS11965	A1
6952	1	SRPBCC family protein	0		ABA1_RS12020	A1
6953	1	NAD(P)-dependent oxidoreductase	0		ABA1_RS12025	A1
6954	1	aldo/keto reductase	0		ABA1_RS12030	A1
6955	1	LysR family transcriptional regulator	0		ABA1_RS12035	A1
6956	1	polyketide cyclase	0		ABA1_RS12040	A1
6957	1	hypothetical protein	0		ABA1_RS12450	A1
6959	1	hypothetical protein	0		ABA1_RS12525	A1
6960	1	DUF1833 domain-containing protein	0		ABA1_RS12530	A1
6961	1	hypothetical protein	0		ABA1_RS12535	A1
6962	1	hypothetical protein	0		ABA1_RS12540	A1
6963	1	hypothetical protein	0		ABA1_RS12545	A1
6964	1	hypothetical protein	0		ABA1_RS12550	A1
6965	1	phage tail tape measure protein	0		ABA1_RS12555	A1
6966	1	hypothetical protein	0		ABA1_RS12560	A1
6967	1	hypothetical protein	0		ABA1_RS12565	A1
6968	1	transcriptional regulator	0		ABA1_RS12570	A1
6969	1	DUF4258 domain-containing protein	0		ABA1_RS12575	A1
6970	1	hypothetical protein	0		ABA1_RS19055	A1
6971	1	hypothetical protein	0		ABA1_RS12580	A1
6972	1	hypothetical protein	0		ABA1_RS12585	A1
6973	1	hypothetical protein	0		ABA1_RS12590	A1
6974	1	hypothetical protein	0		ABA1_RS12595	A1
6975	1	hypothetical protein	0		ABA1_RS12600	A1
6976	1	hypothetical protein	0		ABA1_RS12605	A1
6977	1	hypothetical protein	0		ABA1_RS12610	A1
6978	1	hypothetical protein	0		ABA1_RS12615	A1
6979	1	hypothetical protein	0		ABA1_RS12620	A1
6980	1	hypothetical protein	0		ABA1_RS12625	A1
6981	1	stress-responsive nuclear envelope protein	0		ABA1_RS12630	A1
6982	1	hypothetical protein	0		ABA1_RS12635	A1
6983	1	hypothetical protein	0		ABA1_RS12640	A1
